;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 12/05/2020 20:17:56
;----------------------------------------------

;Address Opcode 	ASM
0x05FA	0x0E40      	MOVLW       _TXT
0x05FC	0x0100      	MOVLB       0
0x05FE	0x6F9C      	MOVWF       FARG_IntToStr_input, 1
0x0600	0x0E00      	MOVLW       hi_addr(_TXT)
0x0602	0x6F9D      	MOVWF       FARG_IntToStr_input+1, 1
0x0604	0xF09EC030  	MOVFF       _objects_location_x, FARG_IntToStr_output
0x0608	0xF09FC031  	MOVFF       _objects_location_x+1, FARG_IntToStr_output+1
0x060C	0xDE58      	RCALL       _IntToStr
;interrupcao.c,156 :: 		UART1_Write_Text(TXT);
0x060E	0x0E40      	MOVLW       _TXT
0x0610	0x6F9C      	MOVWF       FARG_UART1_Write_Text_uart_text, 1
0x0612	0x0E00      	MOVLW       hi_addr(_TXT)
0x0614	0x6F9D      	MOVWF       FARG_UART1_Write_Text_uart_text+1, 1
0x0616	0xDE11      	RCALL       _UART1_Write_Text
;interrupcao.c,157 :: 		UART1_Write(13);
0x0618	0x0E0D      	MOVLW       13
0x061A	0x6FA6      	MOVWF       FARG_UART1_Write_data_, 1
0x061C	0xDD7F      	RCALL       _UART1_Write
;interrupcao.c,158 :: 		UART1_Write(10);
0x061E	0x0E0A      	MOVLW       10
0x0620	0x0100      	MOVLB       0
0x0622	0x6FA6      	MOVWF       FARG_UART1_Write_data_, 1
0x0624	0xDD7B      	RCALL       _UART1_Write
;interrupcao.c,159 :: 		inttostr(TXT, objects_location_y[PACMAN]);
0x0626	0x0E40      	MOVLW       _TXT
0x0628	0x0100      	MOVLB       0
0x062A	0x6F9C      	MOVWF       FARG_IntToStr_input, 1
0x062C	0x0E00      	MOVLW       hi_addr(_TXT)
0x062E	0x6F9D      	MOVWF       FARG_IntToStr_input+1, 1
0x0630	0xF09EC036  	MOVFF       _objects_location_y, FARG_IntToStr_output
0x0634	0xF09FC037  	MOVFF       _objects_location_y+1, FARG_IntToStr_output+1
0x0638	0xDE42      	RCALL       _IntToStr
;interrupcao.c,160 :: 		UART1_Write_Text(TXT);
0x063A	0x0E40      	MOVLW       _TXT
0x063C	0x6F9C      	MOVWF       FARG_UART1_Write_Text_uart_text, 1
0x063E	0x0E00      	MOVLW       hi_addr(_TXT)
0x0640	0x6F9D      	MOVWF       FARG_UART1_Write_Text_uart_text+1, 1
0x0642	0xDDFB      	RCALL       _UART1_Write_Text
;interrupcao.c,161 :: 		UART1_Write(13);
0x0644	0x0E0D      	MOVLW       13
0x0646	0x6FA6      	MOVWF       FARG_UART1_Write_data_, 1
0x0648	0xDD69      	RCALL       _UART1_Write
;interrupcao.c,162 :: 		UART1_Write(10);
0x064A	0x0E0A      	MOVLW       10
0x064C	0x0100      	MOVLB       0
0x064E	0x6FA6      	MOVWF       FARG_UART1_Write_data_, 1
0x0650	0xDD65      	RCALL       _UART1_Write
;interrupcao.c,163 :: 		world[objects_location_x[PACMAN]][objects_location_y[PACMAN]] = pacman_orientation;
0x0652	0xF000C030  	MOVFF       _objects_location_x, R0
0x0656	0xF001C031  	MOVFF       _objects_location_x+1, R1
0x065A	0x0E14      	MOVLW       20
0x065C	0x6E04      	MOVWF       R4 
0x065E	0x0E00      	MOVLW       0
0x0660	0x6E05      	MOVWF       R5 
0x0662	0xDE05      	RCALL       _Mul_16x16_U
0x0664	0x0E48      	MOVLW       _world
0x0666	0x2600      	ADDWF       R0, 1 
0x0668	0x0E00      	MOVLW       hi_addr(_world)
0x066A	0x2201      	ADDWFC      R1, 1 
0x066C	0x5036      	MOVF        _objects_location_y, 0 
0x066E	0x2400      	ADDWF       R0, 0 
0x0670	0x6EE1      	MOVWF       FSR1L 
0x0672	0x5037      	MOVF        _objects_location_y+1, 0 
0x0674	0x2001      	ADDWFC      R1, 0 
0x0676	0x6EE2      	MOVWF       FSR1H 
0x0678	0xFFE6C025  	MOVFF       _pacman_orientation, POSTINC1
;interrupcao.c,164 :: 		}
0x067C	0x0012      	RETURN      0
; end of _Create_World
_InitTimer2:
;interrupcao.c,67 :: 		void InitTimer2(){
;interrupcao.c,68 :: 		T2CON         = 0x3C;
0x067E	0x0E3C      	MOVLW       60
0x0680	0x6ECA      	MOVWF       T2CON 
;interrupcao.c,69 :: 		TMR2IE_bit         = 1;
0x0682	0x829D      	BSF         TMR2IE_bit, 1 
;interrupcao.c,70 :: 		PR2                 = 249;
0x0684	0x0EF9      	MOVLW       249
0x0686	0x6ECB      	MOVWF       PR2 
;interrupcao.c,71 :: 		INTCON         = 0xD0;  //INTCON = 1100 0000 (HABILITA TMR2 INTERRUPT E INT0 INTERRUPT)
0x0688	0x0ED0      	MOVLW       208
0x068A	0x6EF2      	MOVWF       INTCON 
;interrupcao.c,72 :: 		}
0x068C	0x0012      	RETURN      0
; end of _InitTimer2
_CustomChar:
;interrupcao.c,135 :: 		void CustomChar() {
;interrupcao.c,137 :: 		LCD_Cmd(64); //entra na
0x068E	0x0E40      	MOVLW       64
0x0690	0x0100      	MOVLB       0
0x0692	0x6FA6      	MOVWF       FARG_Lcd_Cmd_out_char, 1
0x0694	0xDD4A      	RCALL       _Lcd_Cmd
;interrupcao.c,138 :: 		for (i = 0; i<=7; i++) LCD_Chr_Cp(character_0[i]); //grava 8 bytes na cgram ENDER 0 a 7  cgram
0x0696	0x6B98      	CLRF        CustomChar_i_L0, 1
L_CustomChar53:
0x0698	0x5198      	MOVF        CustomChar_i_L0, 0, 1
0x069A	0x0807      	SUBLW       7
0x069C	0xE311      	BNC         L_CustomChar54
0x069E	0x0E9C      	MOVLW       _character_0
0x06A0	0x2598      	ADDWF       CustomChar_i_L0, 0, 1
0x06A2	0x6EF6      	MOVWF       4086 
0x06A4	0x0E07      	MOVLW       hi_addr(_character_0)
0x06A6	0x6EF7      	MOVWF       TBLPTRH 
0x06A8	0x0E00      	MOVLW       0
0x06AA	0x22F7      	ADDWFC      TBLPTRH, 1 
0x06AC	0x0E00      	MOVLW       higher_addr(_character_0)
0x06AE	0x6EF8      	MOVWF       TBLPTRU 
0x06B0	0x0E00      	MOVLW       0
0x06B2	0x22F8      	ADDWFC      TBLPTRU, 1 
0x06B4	0x0009      	TBLRD*+
0x06B6	0xF09CCFF5  	MOVFF       TABLAT, FARG_Lcd_Chr_CP_out_char
0x06BA	0xDE9D      	RCALL       _Lcd_Chr_CP
0x06BC	0x2B98      	INCF        CustomChar_i_L0, 1, 1
0x06BE	0xD7EC      	BRA         L_CustomChar53
L_CustomChar54:
;interrupcao.c,139 :: 		for (i = 0; i<=7; i++) LCD_Chr_Cp(character_1[i]); //grava 8 bytes na cgram ENDER 8 a 15 cgram
0x06C0	0x6B98      	CLRF        CustomChar_i_L0, 1
L_CustomChar56:
0x06C2	0x5198      	MOVF        CustomChar_i_L0, 0, 1
0x06C4	0x0807      	SUBLW       7
0x06C6	0xE311      	BNC         L_CustomChar57
0x06C8	0x0EA4      	MOVLW       _character_1
0x06CA	0x2598      	ADDWF       CustomChar_i_L0, 0, 1
0x06CC	0x6EF6      	MOVWF       4086 
0x06CE	0x0E07      	MOVLW       hi_addr(_character_1)
0x06D0	0x6EF7      	MOVWF       TBLPTRH 
0x06D2	0x0E00      	MOVLW       0
0x06D4	0x22F7      	ADDWFC      TBLPTRH, 1 
0x06D6	0x0E00      	MOVLW       higher_addr(_character_1)
0x06D8	0x6EF8      	MOVWF       TBLPTRU 
0x06DA	0x0E00      	MOVLW       0
0x06DC	0x22F8      	ADDWFC      TBLPTRU, 1 
0x06DE	0x0009      	TBLRD*+
0x06E0	0xF09CCFF5  	MOVFF       TABLAT, FARG_Lcd_Chr_CP_out_char
0x06E4	0xDE88      	RCALL       _Lcd_Chr_CP
0x06E6	0x2B98      	INCF        CustomChar_i_L0, 1, 1
0x06E8	0xD7EC      	BRA         L_CustomChar56
L_CustomChar57:
;interrupcao.c,140 :: 		for (i = 0; i<=7; i++) LCD_Chr_Cp(character_2[i]); //grava 8 bytes na cgram ENDER 8 a 15 cgram
0x06EA	0x6B98      	CLRF        CustomChar_i_L0, 1
L_CustomChar59:
0x06EC	0x5198      	MOVF        CustomChar_i_L0, 0, 1
0x06EE	0x0807      	SUBLW       7
0x06F0	0xE311      	BNC         L_CustomChar60
0x06F2	0x0E8C      	MOVLW       _character_2
0x06F4	0x2598      	ADDWF       CustomChar_i_L0, 0, 1
0x06F6	0x6EF6      	MOVWF       4086 
0x06F8	0x0E07      	MOVLW       hi_addr(_character_2)
0x06FA	0x6EF7      	MOVWF       TBLPTRH 
0x06FC	0x0E00      	MOVLW       0
0x06FE	0x22F7      	ADDWFC      TBLPTRH, 1 
0x0700	0x0E00      	MOVLW       higher_addr(_character_2)
0x0702	0x6EF8      	MOVWF       TBLPTRU 
0x0704	0x0E00      	MOVLW       0
0x0706	0x22F8      	ADDWFC      TBLPTRU, 1 
0x0708	0x0009      	TBLRD*+
0x070A	0xF09CCFF5  	MOVFF       TABLAT, FARG_Lcd_Chr_CP_out_char
0x070E	0xDE73      	RCALL       _Lcd_Chr_CP
0x0710	0x2B98      	INCF        CustomChar_i_L0, 1, 1
0x0712	0xD7EC      	BRA         L_CustomChar59
L_CustomChar60:
;interrupcao.c,141 :: 		for (i = 0; i<=7; i++) LCD_Chr_Cp(character_3[i]); //grava 8 bytes na cgram ENDER 8 a 15 cgram
0x0714	0x6B98      	CLRF        CustomChar_i_L0, 1
L_CustomChar62:
0x0716	0x5198      	MOVF        CustomChar_i_L0, 0, 1
0x0718	0x0807      	SUBLW       7
0x071A	0xE311      	BNC         L_CustomChar63
0x071C	0x0E94      	MOVLW       _character_3
0x071E	0x2598      	ADDWF       CustomChar_i_L0, 0, 1
0x0720	0x6EF6      	MOVWF       4086 
0x0722	0x0E07      	MOVLW       hi_addr(_character_3)
0x0724	0x6EF7      	MOVWF       TBLPTRH 
0x0726	0x0E00      	MOVLW       0
0x0728	0x22F7      	ADDWFC      TBLPTRH, 1 
0x072A	0x0E00      	MOVLW       higher_addr(_character_3)
0x072C	0x6EF8      	MOVWF       TBLPTRU 
0x072E	0x0E00      	MOVLW       0
0x0730	0x22F8      	ADDWFC      TBLPTRU, 1 
0x0732	0x0009      	TBLRD*+
0x0734	0xF09CCFF5  	MOVFF       TABLAT, FARG_Lcd_Chr_CP_out_char
0x0738	0xDE5E      	RCALL       _Lcd_Chr_CP
0x073A	0x2B98      	INCF        CustomChar_i_L0, 1, 1
0x073C	0xD7EC      	BRA         L_CustomChar62
L_CustomChar63:
;interrupcao.c,142 :: 		LCD_Cmd(_LCD_RETURN_HOME); //sai da cgram
0x073E	0x0E02      	MOVLW       2
0x0740	0x6FA6      	MOVWF       FARG_Lcd_Cmd_out_char, 1
0x0742	0xDCF3      	RCALL       _Lcd_Cmd
;interrupcao.c,143 :: 		}
0x0744	0x0012      	RETURN      0
; end of _CustomChar
_main:
0x0746	0x6A21      	CLRF        _cnt2 
0x0748	0x6A22      	CLRF        34 
0x074A	0x6A23      	CLRF        _cnt 
0x074C	0x6A24      	CLRF        36 
0x074E	0x6A25      	CLRF        _pacman_orientation 
0x0750	0x6A26      	CLRF        _peca_por_min 
0x0752	0x6A27      	CLRF        39 
0x0754	0x6A28      	CLRF        _i 
0x0756	0x6A29      	CLRF        41 
0x0758	0x6A2A      	CLRF        _j 
0x075A	0x6A2B      	CLRF        43 
;interrupcao.c,252 :: 		void main()
;interrupcao.c,254 :: 		UART1_Init(19200);
0x075C	0x0E19      	MOVLW       25
0x075E	0x6EAF      	MOVWF       SPBRG 
0x0760	0x84AC      	BSF         TXSTA, 2, 0
0x0762	0xDEAD      	RCALL       _UART1_Init
;interrupcao.c,255 :: 		I2C1_Init(100000);// i2c para acessar ID = D0h  = RTC
0x0764	0x0E14      	MOVLW       20
0x0766	0x6EC8      	MOVWF       SSPADD 
0x0768	0xDE97      	RCALL       _I2C1_Init
;interrupcao.c,257 :: 		ADCON1=0B00001110;
0x076A	0x0E0E      	MOVLW       14
0x076C	0x6EC1      	MOVWF       ADCON1 
;interrupcao.c,258 :: 		TRISB = 0B00001111;
0x076E	0x0E0F      	MOVLW       15
0x0770	0x6E93      	MOVWF       TRISB 
;interrupcao.c,259 :: 		PORTB = 0B00000000;
0x0772	0x6A81      	CLRF        PORTB 
;interrupcao.c,260 :: 		Lcd_Init();
0x0774	0xDE46      	RCALL       _Lcd_Init
;interrupcao.c,262 :: 		TRISA=0B00100001;
0x0776	0x0E21      	MOVLW       33
0x0778	0x6E92      	MOVWF       TRISA 
;interrupcao.c,263 :: 		InitTimer2();
0x077A	0xDF81      	RCALL       _InitTimer2
;interrupcao.c,265 :: 		Lcd_Cmd(_LCD_CURSOR_OFF);
0x077C	0x0E0C      	MOVLW       12
0x077E	0x0100      	MOVLB       0
0x0780	0x6FA6      	MOVWF       FARG_Lcd_Cmd_out_char, 1
0x0782	0xDCD3      	RCALL       _Lcd_Cmd
;interrupcao.c,266 :: 		CustomChar();
0x0784	0xDF84      	RCALL       _CustomChar
;interrupcao.c,268 :: 		Create_World();
0x0786	0xDF02      	RCALL       _Create_World
;interrupcao.c,269 :: 		Print_World();
0x0788	0xDEC5      	RCALL       _Print_World
;interrupcao.c,335 :: 		}
0x078A	0xD7FF      	BRA         $+0
; end of _main
;interrupcao.c,131 :: _character_2
0x078C	0x1F1F ;_character_2+0
0x078E	0x1B1F ;_character_2+2
0x0790	0x0011 ;_character_2+4
0x0792	0x0000 ;_character_2+6
; end of _character_2
;interrupcao.c,133 :: _character_3
0x0794	0x0000 ;_character_3+0
0x0796	0x1100 ;_character_3+2
0x0798	0x1F1B ;_character_3+4
0x079A	0x1F1F ;_character_3+6
; end of _character_3
;interrupcao.c,127 :: _character_0
0x079C	0x1E1F ;_character_0+0
0x079E	0x181C ;_character_0+2
0x07A0	0x1C18 ;_character_0+4
0x07A2	0x1F1E ;_character_0+6
; end of _character_0
;interrupcao.c,129 :: _character_1
0x07A4	0x0F1F ;_character_1+0
0x07A6	0x0307 ;_character_1+2
0x07A8	0x0703 ;_character_1+4
0x07AA	0x1F0F ;_character_1+6
; end of _character_1
Symbol List:
//** Routines locations **
//ADDRESS    SIZE    PROCEDURE
//----------------------------------------------
0x0008     [184]    _interrupt
0x00C0      [10]    _Delay_50us
0x00CA      [54]    _Div_16x16_U
0x0100       [6]    _Delay_1us
0x0106      [22]    _Delay_5500us
0x011C      [14]    _UART1_Write
0x012A     [126]    _Lcd_Cmd
0x01A8     [146]    _WordToStr
0x023A      [52]    _UART1_Write_Text
0x026E      [80]    _Mul_16x16_U
0x02BE     [218]    _IntToStr
0x0398      [94]    _Lcd_Chr
0x03F6      [12]    _Lcd_Chr_CP
0x0402     [150]    _Lcd_Init
0x0498      [22]    _I2C1_Init
0x04AE      [16]    ___CC2DW
0x04BE      [86]    _UART1_Init
0x0514     [120]    _Print_World
0x058C     [242]    _Create_World
0x067E      [16]    _InitTimer2
0x068E     [184]    _CustomChar
0x0746      [70]    _main
//** Variables locations ** 
//ADDRESS    SIZE    VARIABLE
//----------------------------------------------
0x0000       [1]    EEPROM_Write_SaveINTCON_L0
0x0000       [1]    __Lib_SoftI2C_PutZerosToLATSda_temp_sda_L0
0x0000       [1]    UART1_Init_tmp_L0
0x0000       [1]    SPI1_Write_tmp_L0
0x0000       [1]    FLASH_Erase_64_SaveINTCON_L0
0x0000       [1]    R0
0x0000       [1]    __Lib_SoftI2C_PutZerosToLATScl_temp_scl_L0
0x0001       [1]    FLASH_Erase_Write_64_i_L0
0x0001       [1]    I2C1_Rd_tmp_L0
0x0001       [1]    R1
0x0001       [1]    __Lib_PS2_Wait_Falling_nsample_L0
0x0001       [2]    FLASH_Read_N_Bytes_i_L0
0x0001       [1]    FLASH_Write_64_i_L0
0x0001       [1]    ispunct_rslt_L0
0x0002       [2]    memchr_s_L0
0x0002       [2]    strlen_cp_L0
0x0002       [1]    FLASH_Erase_Write_64_j_L0
0x0002       [1]    FLASH_Write_64_SaveINTCON_L0
0x0002       [2]    memcpy_dd_L0
0x0002       [2]    memset_pp_L0
0x0002       [1]    R2
0x0003       [2]    memmove_tt_L0
0x0003       [1]    R3
0x0003       [1]    FLASH_Erase_Write_64_SaveINTCON_L0
0x0004       [1]    R4
0x0004       [2]    strcpy_cp_L0
0x0004       [2]    memcpy_ss_L0
0x0004       [2]    strncpy_cp_L0
0x0004       [2]    strcat_cp_L0
0x0004       [2]    strncat_cp_L0
0x0004       [2]    frexp_pom_L0
0x0005       [2]    memmove_ff_L0
0x0005       [1]    R5
0x0006       [1]    R6
0x0007       [1]    R7
0x0008       [1]    R8
0x0009       [1]    R9
0x000A       [1]    R10
0x000B       [1]    R11
0x000C       [1]    R12
0x000D       [1]    R13
0x000E       [1]    R14
0x000F       [1]    R15
0x0010       [1]    R16
0x0011       [1]    R17
0x0012       [1]    R18
0x0013       [1]    R19
0x0014       [1]    R20
0x0021       [2]    _cnt2
0x0023       [2]    _cnt
0x0025       [1]    _pacman_orientation
0x0026       [2]    _peca_por_min
0x0028       [2]    _i
0x002A       [2]    _j
0x002C       [4]    _UART_Tx_Idle_Ptr
0x0030       [2]    _objects_location_x
0x0032       [4]    _UART_Rdy_Ptr
0x0036       [2]    _objects_location_y
0x0038       [4]    _UART_Wr_Ptr
0x003C       [4]    _UART_Rd_Ptr
0x0040       [7]    _TXT
0x0047       [0]    __Lib_Lcd_cmd_status
0x0048      [80]    _world
0x0098       [1]    CustomChar_i_L0
0x0098       [4]    FARG_I2C1_Init_clock
0x009C       [1]    FARG_Lcd_Chr_CP_out_char
0x009C       [1]    FARG_Lcd_Chr_row
0x009C       [2]    FARG_UART1_Write_Text_uart_text
0x009C       [2]    FARG_IntToStr_input
0x009D       [1]    FARG_Lcd_Chr_column
0x009E       [1]    UART1_Write_Text_data__L0
0x009E       [2]    FARG_IntToStr_output
0x009E       [1]    FARG_Lcd_Chr_out_char
0x009F       [1]    UART1_Write_Text_counter_L0
0x00A0       [2]    IntToStr_i_L0
0x00A2       [2]    IntToStr_negative_L0
0x00A4       [2]    IntToStr_inword_L0
0x00A6       [1]    FARG_Lcd_Cmd_out_char
0x00A6       [2]    FARG_WordToStr_input
0x00A6       [1]    FARG_UART1_Write_data_
0x00A8       [2]    FARG_WordToStr_output
0x00AA       [1]    WordToStr_len_L0
0x00AB       [2]    FLOC__WordToStr
0x0F80       [0]    SS_bit
0x0F80       [0]    RA3_bit
0x0F80       [0]    RA4_bit
0x0F80       [0]    RA1_bit
0x0F80       [0]    RA2_bit
0x0F80       [0]    RA5_bit
0x0F80       [0]    HLVDIN_bit
0x0F80       [0]    T0CKI_bit
0x0F80       [0]    RA6_bit
0x0F80       [0]    RA7_bit
0x0F80       [0]    RA0_bit
0x0F80       [0]    NOT_SS_bit
0x0F80       [0]    LVDIN_bit
0x0F80       [0]    AN4_bit
0x0F80       [1]    PORTA
0x0F81       [0]    INT0_bit
0x0F81       [0]    INT2_bit
0x0F81       [0]    INT1_bit
0x0F81       [0]    CCP2_PORTB_bit
0x0F81       [1]    PORTB
0x0F81       [0]    KBI0_bit
0x0F81       [0]    RB0_bit
0x0F81       [0]    KBI3_bit
0x0F81       [0]    RB2_bit
0x0F81       [0]    RB1_bit
0x0F81       [0]    PGM_bit
0x0F81       [0]    KBI2_bit
0x0F81       [0]    AN9_bit
0x0F81       [0]    AN11_bit
0x0F81       [0]    RB7_bit
0x0F81       [0]    RB6_bit
0x0F81       [0]    AN8_bit
0x0F81       [0]    AN10_bit
0x0F81       [0]    RB3_bit
0x0F81       [0]    AN12_bit
0x0F81       [0]    RB5_bit
0x0F81       [0]    RB4_bit
0x0F81       [0]    PGC_bit
0x0F81       [0]    PGD_bit
0x0F81       [0]    KBI1_bit
0x0F82       [0]    T13CKI_bit
0x0F82       [0]    T1CKI_bit
0x0F82       [0]    CCP2_PORTC_bit
0x0F82       [0]    SCK_bit
0x0F82       [0]    CCP1_bit
0x0F82       [0]    RC7_bit
0x0F82       [0]    SCL_bit
0x0F82       [0]    T1OSO_bit
0x0F82       [0]    SDA_bit
0x0F82       [0]    T1OSI_bit
0x0F82       [0]    CK_bit
0x0F82       [1]    PORTC
0x0F82       [0]    RC3_bit
0x0F82       [0]    RC2_bit
0x0F82       [0]    TX_bit
0x0F82       [0]    RC4_bit
0x0F82       [0]    RC1_bit
0x0F82       [0]    SDI_bit
0x0F82       [0]    SDO_bit
0x0F82       [0]    RC0_bit
0x0F82       [0]    RC5_bit
0x0F82       [0]    RC6_bit
0x0F82       [0]    RX__bit
0x0F83       [0]    P1B_bit
0x0F83       [0]    PSP4_bit
0x0F83       [0]    PSP5_bit
0x0F83       [0]    PSP7_bit
0x0F83       [0]    PSP6_bit
0x0F83       [1]    PORTD
0x0F83       [0]    LCD_D6
0x0F83       [0]    PSP1_bit
0x0F83       [0]    PSP0_bit
0x0F83       [0]    RD1_bit
0x0F83       [0]    PSP3_bit
0x0F83       [0]    PSP2_bit
0x0F83       [0]    RD5_bit
0x0F83       [0]    RD4_bit
0x0F83       [0]    LCD_D5
0x0F83       [0]    RD7_bit
0x0F83       [0]    LCD_D4
0x0F83       [0]    RD6_bit
0x0F83       [0]    RD3_bit
0x0F83       [0]    RD2_bit
0x0F83       [0]    P1C_bit
0x0F83       [0]    LCD_D7
0x0F83       [0]    RD0_bit
0x0F83       [0]    P1D_bit
0x0F84       [0]    AN6_bit
0x0F84       [0]    RE0_bit
0x0F84       [0]    NOT_MCLR_bit
0x0F84       [0]    AN5_bit
0x0F84       [0]    AN7_bit
0x0F84       [0]    VPP_bit
0x0F84       [0]    RE3_bit
0x0F84       [0]    RE1_bit
0x0F84       [0]    RE2_bit
0x0F84       [0]    LCD_RS
0x0F84       [0]    WR_bit
0x0F84       [0]    CS_bit
0x0F84       [1]    PORTE
0x0F84       [0]    RD_bit
0x0F84       [0]    MCLR_bit
0x0F84       [0]    NOT_CS_bit
0x0F84       [0]    LCD_EN
0x0F84       [0]    NOT_RD_bit
0x0F84       [0]    NOT_WR_bit
0x0F89       [0]    LATA1_bit
0x0F89       [0]    LATA7_bit
0x0F89       [0]    LATA0_bit
0x0F89       [1]    LATA
0x0F89       [0]    LATA2_bit
0x0F89       [0]    LATA6_bit
0x0F89       [0]    LATA5_bit
0x0F89       [0]    LATA3_bit
0x0F89       [0]    LATA4_bit
0x0F8A       [0]    LATB4_bit
0x0F8A       [0]    LATB3_bit
0x0F8A       [0]    LATB2_bit
0x0F8A       [0]    LATB7_bit
0x0F8A       [0]    LATB0_bit
0x0F8A       [0]    LATB5_bit
0x0F8A       [0]    LATB6_bit
0x0F8A       [1]    LATB
0x0F8A       [0]    LATB1_bit
0x0F8B       [1]    LATC
0x0F8B       [0]    LATC3_bit
0x0F8B       [0]    LATC4_bit
0x0F8B       [0]    LATC0_bit
0x0F8B       [0]    LATC1_bit
0x0F8B       [0]    LATC2_bit
0x0F8B       [0]    LATC6_bit
0x0F8B       [0]    LATC7_bit
0x0F8B       [0]    LATC5_bit
0x0F8C       [0]    LATD1_bit
0x0F8C       [0]    LATD6_bit
0x0F8C       [0]    LATD0_bit
0x0F8C       [0]    LATD7_bit
0x0F8C       [0]    LATD3_bit
0x0F8C       [0]    LATD4_bit
0x0F8C       [0]    LATD2_bit
0x0F8C       [0]    LATD5_bit
0x0F8C       [1]    LATD
0x0F8D       [0]    LATE2_bit
0x0F8D       [1]    LATE
0x0F8D       [0]    LATE0_bit
0x0F8D       [0]    LATE1_bit
0x0F92       [0]    TRISA2_bit
0x0F92       [0]    TRISA3_bit
0x0F92       [0]    TRISA1_bit
0x0F92       [1]    TRISA
0x0F92       [0]    TRISA0_bit
0x0F92       [0]    TRISA4_bit
0x0F92       [0]    TRISA6_bit
0x0F92       [0]    TRISA7_bit
0x0F92       [0]    TRISA5_bit
0x0F93       [0]    TRISB2_bit
0x0F93       [0]    TRISB3_bit
0x0F93       [0]    TRISB0_bit
0x0F93       [0]    TRISB1_bit
0x0F93       [0]    TRISB4_bit
0x0F93       [0]    TRISB7_bit
0x0F93       [1]    TRISB
0x0F93       [0]    TRISB5_bit
0x0F93       [0]    TRISB6_bit
0x0F94       [1]    TRISC
0x0F94       [0]    TRISC2_bit
0x0F94       [0]    TRISC3_bit
0x0F94       [0]    TRISC0_bit
0x0F94       [0]    TRISC1_bit
0x0F94       [0]    TRISC6_bit
0x0F94       [0]    TRISC7_bit
0x0F94       [0]    TRISC4_bit
0x0F94       [0]    TRISC5_bit
0x0F95       [0]    TRISD4_bit
0x0F95       [0]    TRISD2_bit
0x0F95       [0]    LCD_D5_Direction
0x0F95       [0]    TRISD6_bit
0x0F95       [0]    LCD_D4_Direction
0x0F95       [0]    TRISD0_bit
0x0F95       [0]    TRISD3_bit
0x0F95       [0]    TRISD1_bit
0x0F95       [0]    LCD_D7_Direction
0x0F95       [0]    TRISD7_bit
0x0F95       [1]    TRISD
0x0F95       [0]    LCD_D6_Direction
0x0F95       [0]    TRISD5_bit
0x0F96       [0]    IBOV_bit
0x0F96       [1]    TRISE
0x0F96       [0]    IBF_bit
0x0F96       [0]    IBOV_TRISE_bit
0x0F96       [0]    OBF_bit
0x0F96       [0]    LCD_EN_Direction
0x0F96       [0]    PSPMODE_bit
0x0F96       [0]    PSPMODE_TRISE_bit
0x0F96       [0]    TRISE1_bit
0x0F96       [0]    IBF_TRISE_bit
0x0F96       [0]    TRISE2_bit
0x0F96       [0]    OBF_TRISE_bit
0x0F96       [0]    TRISE0_bit
0x0F96       [0]    LCD_RS_Direction
0x0F9B       [0]    TUN2_bit
0x0F9B       [1]    OSCTUNE
0x0F9B       [0]    TUN1_bit
0x0F9B       [0]    TUN3_bit
0x0F9B       [0]    TUN0_bit
0x0F9B       [0]    INTSRC_bit
0x0F9B       [0]    TUN4_bit
0x0F9B       [0]    PLLEN_bit
0x0F9D       [0]    CCP1IE_bit
0x0F9D       [0]    SSPIE_bit
0x0F9D       [0]    TMR1IE_bit
0x0F9D       [0]    TMR2IE_bit
0x0F9D       [0]    TXIE_bit
0x0F9D       [0]    PSPIE_bit
0x0F9D       [1]    PIE1
0x0F9D       [0]    RCIE_bit
0x0F9D       [0]    ADIE_bit
0x0F9E       [0]    SSPIF_bit
0x0F9E       [0]    TXIF_bit
0x0F9E       [0]    RCIF_bit
0x0F9E       [0]    TMR1IF_bit
0x0F9E       [0]    TMR2IF_bit
0x0F9E       [0]    CCP1IF_bit
0x0F9E       [0]    ADIF_bit
0x0F9E       [1]    PIR1
0x0F9E       [0]    PSPIF_bit
0x0F9F       [1]    IPR1
0x0F9F       [0]    TMR1IP_bit
0x0F9F       [0]    TXIP_bit
0x0F9F       [0]    CCP1IP_bit
0x0F9F       [0]    SSPIP_bit
0x0F9F       [0]    TMR2IP_bit
0x0F9F       [0]    PSPIP_bit
0x0F9F       [0]    ADIP_bit
0x0F9F       [0]    RCIP_bit
0x0FA0       [0]    CMIE_bit
0x0FA0       [0]    EEIE_bit
0x0FA0       [0]    OSCFIE_bit
0x0FA0       [1]    PIE2
0x0FA0       [0]    HLVDIE_bit
0x0FA0       [0]    TMR3IE_bit
0x0FA0       [0]    CCP2IE_bit
0x0FA0       [0]    LVDIE_bit
0x0FA0       [0]    BCLIE_bit
0x0FA1       [0]    CMIF_bit
0x0FA1       [0]    BCLIF_bit
0x0FA1       [0]    EEIF_bit
0x0FA1       [1]    PIR2
0x0FA1       [0]    HLVDIF_bit
0x0FA1       [0]    OSCFIF_bit
0x0FA1       [0]    TMR3IF_bit
0x0FA1       [0]    CCP2IF_bit
0x0FA1       [0]    LVDIF_bit
0x0FA2       [1]    IPR2
0x0FA2       [0]    HLVDIP_bit
0x0FA2       [0]    CMIP_bit
0x0FA2       [0]    BCLIP_bit
0x0FA2       [0]    EEIP_bit
0x0FA2       [0]    TMR3IP_bit
